client_id,revenue,segment
12674,1970.6,HighValue
12676,1331.39,LowValue
12678,17628.46,HighValue
12679,1113.02,LowValue
12680,862.81,LowValue
12681,13787.54,HighValue
12682,12288.22,HighValue
12683,8476.57,HighValue
12684,2283.63,HighValue
12685,2863.08,HighValue
12686,89.14,LowValue
12688,4873.8099999999995,HighValue
12689,1247.61,LowValue
12690,389.01,LowValue
12691,1035.8,LowValue
12693,855.91,LowValue
12694,869.67,LowValue
12695,582.1,LowValue
12697,957.59,LowValue
12700,4939.99,HighValue
12701,797.71,LowValue
12702,219.0,LowValue
12703,283.55,LowValue
12704,2340.84,HighValue
12705,6868.29,HighValue
12707,603.42,LowValue
12708,2712.91,HighValue
12709,9736.52,HighValue
12710,1149.02,LowValue
12712,4396.13,HighValue
12713,848.55,LowValue
12714,4708.86,HighValue
12715,353.86,LowValue
12716,1053.49,LowValue
12717,1030.98,LowValue
12718,238.25,LowValue
12719,644.95,LowValue
12720,5781.73,HighValue
12721,2656.13,HighValue
12722,997.63,LowValue
12723,725.07,LowValue
12724,1031.41,LowValue
12725,427.8,LowValue
12726,2609.1,HighValue
12727,3980.7,HighValue
12728,836.33,LowValue
12729,453.01,LowValue
12731,18895.91,HighValue
12732,236.26000000000002,LowValue
12733,383.95,LowValue
12734,110.39999999999999,LowValue
12735,779.5699999999999,LowValue
12736,234.0,LowValue
12738,155.35,LowValue
12739,1013.04,LowValue
12740,427.6,LowValue
12743,546.43,LowValue
12744,21279.29,HighValue
12747,4196.01,HighValue
12748,33719.73,HighValue
12749,4090.88,HighValue
12750,275.88,LowValue
12752,4366.78,HighValue
12753,21429.39,HighValue
12754,3010.74,HighValue
12755,3811.95,HighValue
12756,112.07999999999998,LowValue
12757,7857.1,HighValue
12758,2791.59,HighValue
12759,1531.44,LowValue
12762,1898.52,HighValue
12763,494.08,LowValue
12764,1693.88,HighValue
12766,6989.63,HighValue
12769,1143.6,LowValue
12770,1351.45,LowValue
12772,892.47,LowValue
12775,1386.04,LowValue
12778,822.23,LowValue
12779,3981.36,HighValue
12781,826.74,LowValue
12782,2330.92,HighValue
12783,2225.91,HighValue
12784,574.42,LowValue
12785,311.95,LowValue
12787,463.66,LowValue
12789,91.85,LowValue
12790,324.92,LowValue
12791,192.60000000000002,LowValue
12792,400.53999999999996,LowValue
12793,545.48,LowValue
12794,860.41,LowValue
12795,430.48,LowValue
12797,254.03,LowValue
12798,6977.04,HighValue
12802,427.58,LowValue
12808,483.65000000000003,LowValue
12809,489.31,LowValue
12811,514.85,LowValue
12812,229.64000000000001,LowValue
12814,125.92,LowValue
12815,1063.46,LowValue
12816,572.2,LowValue
12817,166.04,LowValue
12818,1542.08,LowValue
12820,942.34,LowValue
12821,92.72,LowValue
12822,948.88,LowValue
12823,1759.5,HighValue
12824,397.12,LowValue
12826,1474.72,LowValue
12827,430.15000000000003,LowValue
12828,1018.71,LowValue
12829,293.0,LowValue
12830,6814.64,HighValue
12831,215.05,LowValue
12832,383.03,LowValue
12833,417.38,LowValue
12834,312.38,LowValue
12836,2612.86,HighValue
12837,134.1,LowValue
12838,683.13,LowValue
12839,5591.42,HighValue
12840,2726.77,HighValue
12841,4022.35,HighValue
12842,1118.99,LowValue
12843,1702.26,HighValue
12844,325.96000000000004,LowValue
12845,354.09,LowValue
12847,871.54,LowValue
12849,1050.8899999999999,LowValue
12851,135.18,LowValue
12852,311.55,LowValue
12853,1957.1000000000001,HighValue
12854,1324.5,LowValue
12855,38.1,LowValue
12856,2179.93,HighValue
12857,1106.4,LowValue
12863,521.2,LowValue
12864,147.12,LowValue
12865,1568.23,LowValue
12866,559.12,LowValue
12867,4036.82,HighValue
12868,1607.0600000000002,LowValue
12871,380.64,LowValue
12872,599.97,LowValue
12873,374.0,LowValue
12875,343.2300000000001,LowValue
12876,2218.02,HighValue
12877,1535.77,LowValue
12878,854.99,LowValue
12879,573.22,LowValue
12881,298.0,LowValue
12882,1463.04,LowValue
12883,703.47,LowValue
12884,309.05,LowValue
12885,1175.22,LowValue
12886,1378.4,LowValue
12888,354.12,LowValue
12890,380.46999999999997,LowValue
12891,331.0,LowValue
12893,188.14,LowValue
12895,372.8,LowValue
12897,216.5,LowValue
12901,17654.54,HighValue
12902,138.68,LowValue
12904,509.58,LowValue
12906,2919.81,HighValue
12908,750.0,LowValue
12909,2178.67,HighValue
12910,3075.04,HighValue
12912,1662.3,HighValue
12913,2483.63,HighValue
12915,363.65,LowValue
12916,3006.15,HighValue
12917,594.0,LowValue
12919,1335.19,LowValue
12920,164.23,LowValue
12921,16587.09,HighValue
12922,405.38,LowValue
12923,176.97,LowValue
12924,933.7,LowValue
12925,694.05,LowValue
12928,2062.7000000000003,HighValue
12929,117.85,LowValue
12930,415.8,LowValue
12931,42055.96,HighValue
12933,607.53,LowValue
12935,2160.7,HighValue
12936,1063.9,LowValue
12937,1504.27,LowValue
12938,114.14,LowValue
12939,11581.8,HighValue
12940,913.54,LowValue
12942,683.9,LowValue
12944,604.51,LowValue
12945,462.95,LowValue
12947,1603.99,LowValue
12948,2064.95,HighValue
12949,4167.22,HighValue
12950,1843.0,HighValue
12951,1064.07,LowValue
12952,1387.79,LowValue
12953,329.85,LowValue
12955,4757.16,HighValue
12956,108.07,LowValue
12957,4017.54,HighValue
12962,266.39,LowValue
12963,1856.63,HighValue
12965,771.91,LowValue
12966,160.18,LowValue
12967,1660.9,LowValue
12968,135.95,LowValue
12970,452.24,LowValue
12971,11189.91,HighValue
12974,144.8,LowValue
12976,738.6,LowValue
12977,39.239999999999995,LowValue
12980,7374.900000000001,HighValue
12981,372.21999999999997,LowValue
12982,390.54,LowValue
12984,97.5,LowValue
12985,1239.38,LowValue
12987,558.7,LowValue
12988,535.32,LowValue
12989,6924.110000000001,HighValue
12990,409.5,LowValue
12991,503.76,LowValue
12993,414.76,LowValue
12994,974.4200000000001,LowValue
12995,211.32,LowValue
12997,1226.89,LowValue
12999,455.88,LowValue
13000,534.85,LowValue
13001,9818.82,HighValue
13002,120.94999999999999,LowValue
13003,149.05,LowValue
13004,5655.91,HighValue
13005,513.7,LowValue
13006,81.57,LowValue
13008,229.46999999999997,LowValue
13011,50.550000000000004,LowValue
13012,1661.8400000000001,HighValue
13013,4810.9400000000005,HighValue
13014,3466.2799999999997,HighValue
13015,3346.28,HighValue
13016,789.89,LowValue
13017,204.0,LowValue
13018,7277.7,HighValue
13021,2616.38,HighValue
13023,689.9,LowValue
13026,975.36,LowValue
13027,6912.0,HighValue
13028,661.3199999999999,LowValue
13029,1247.5,LowValue
13030,799.48,LowValue
13032,1010.18,LowValue
13033,190.55,LowValue
13034,642.77,LowValue
13035,921.88,LowValue
13037,881.07,LowValue
13038,908.46,LowValue
13040,676.99,LowValue
13043,516.42,LowValue
13044,560.47,LowValue
13045,305.28000000000003,LowValue
13046,629.31,LowValue
13047,3237.54,HighValue
13048,1835.91,HighValue
13049,656.6800000000001,LowValue
13050,5836.86,HighValue
13052,348.15000000000003,LowValue
13055,1214.41,LowValue
13058,271.40000000000003,LowValue
13059,183.4,LowValue
13060,307.53,LowValue
13061,248.61,LowValue
13062,346.98,LowValue
13064,1119.49,LowValue
13065,205.86,LowValue
13066,470.8,LowValue
13067,115.46000000000001,LowValue
13068,344.0,LowValue
13069,4436.12,HighValue
13070,228.8,LowValue
13072,177.15,LowValue
13075,919.61,LowValue
13077,729.27,LowValue
13078,12627.94,HighValue
13079,220.10000000000002,LowValue
13080,58.08,LowValue
13081,28337.38,HighValue
13082,3613.63,HighValue
13083,303.75,LowValue
13085,416.08000000000004,LowValue
13089,58825.83,HighValue
13090,8910.82,HighValue
13091,345.82,LowValue
13092,477.83,LowValue
13093,7832.47,HighValue
13094,1927.3200000000002,HighValue
13095,74.39999999999999,LowValue
13097,6010.42,HighValue
13098,28882.44,HighValue
13099,207.35999999999999,LowValue
13101,101.19,LowValue
13102,6424.09,HighValue
13103,243.94,LowValue
13104,1098.48,LowValue
13106,76.5,LowValue
13107,1531.6200000000001,LowValue
13108,350.06,LowValue
13109,786.54,LowValue
13110,1488.67,LowValue
13113,12245.960000000001,HighValue
13115,2294.78,HighValue
13116,501.14,LowValue
13117,984.91,LowValue
13118,1197.81,LowValue
13120,30.599999999999998,LowValue
13121,283.73,LowValue
13122,922.39,LowValue
13124,3866.33,HighValue
13126,2099.64,HighValue
13127,259.17,LowValue
13130,64.0,LowValue
13131,1073.3,LowValue
13132,77.3,LowValue
13133,109.8,LowValue
13134,1793.58,HighValue
13135,3096.0,HighValue
13136,2607.61,HighValue
13137,3650.41,HighValue
13138,962.39,LowValue
13139,5064.94,HighValue
13140,423.72,LowValue
13141,2388.75,HighValue
13142,307.09,LowValue
13144,110.95,LowValue
13145,618.52,LowValue
13146,228.91,LowValue
13147,712.8000000000001,LowValue
13148,3707.12,HighValue
13149,1676.06,HighValue
13151,1257.8700000000001,LowValue
13153,486.22,LowValue
13155,971.76,LowValue
13157,1741.22,HighValue
13158,1201.06,LowValue
13159,1437.85,LowValue
13160,91.8,LowValue
13161,112.75,LowValue
13162,1688.29,HighValue
13165,1021.48,LowValue
13166,417.2,LowValue
13167,791.33,LowValue
13168,1319.19,LowValue
13169,712.88,LowValue
13170,116.00999999999999,LowValue
13171,468.41,LowValue
13173,353.65,LowValue
13174,2817.03,HighValue
13176,492.84,LowValue
13177,282.45,LowValue
13178,5725.47,HighValue
13182,121.18,LowValue
13183,3957.78,HighValue
13184,1701.29,HighValue
13185,71.4,LowValue
13186,1575.89,LowValue
13187,236.02,LowValue
13188,114.60000000000001,LowValue
13189,260.68,LowValue
13192,911.94,LowValue
13193,117.88,LowValue
13194,60.7,LowValue
13196,1797.78,HighValue
13198,3401.2400000000002,HighValue
13199,9817.12,HighValue
13200,870.09,LowValue
13203,869.46,LowValue
13207,250.26000000000002,LowValue
13208,1223.9,LowValue
13209,5891.61,HighValue
13210,353.48,LowValue
13211,1197.42,LowValue
13212,788.08,LowValue
13213,1520.58,LowValue
13216,333.74,LowValue
13217,533.98,LowValue
13218,62.63999999999999,LowValue
13220,819.2900000000001,LowValue
13221,847.41,LowValue
13223,163.20000000000002,LowValue
13224,2155.95,HighValue
13225,6463.84,HighValue
13226,108.21000000000001,LowValue
13227,257.7,LowValue
13228,358.0,LowValue
13229,160.95,LowValue
13230,2806.97,HighValue
13232,1357.6,LowValue
13233,605.12,LowValue
13235,1031.07,LowValue
13236,744.85,LowValue
13238,700.73,LowValue
13239,329.56,LowValue
13240,663.65,LowValue
13242,270.40000000000003,LowValue
13243,600.07,LowValue
13244,121.74000000000001,LowValue
13245,430.5,LowValue
13246,1987.3,HighValue
13247,501.12,LowValue
13248,465.68,LowValue
13249,711.41,LowValue
13253,1030.4,LowValue
13255,399.51,LowValue
13258,698.58,LowValue
13259,292.32,LowValue
13260,557.62,LowValue
13261,944.1,LowValue
13262,200.29,LowValue
13263,7454.07,HighValue
13265,2107.66,HighValue
13266,3834.2599999999998,HighValue
13267,4521.49,HighValue
13268,3214.69,HighValue
13269,5346.2300000000005,HighValue
13270,590.0,LowValue
13271,217.38,LowValue
13272,276.56,LowValue
13273,138.98,LowValue
13276,590.9300000000001,LowValue
13277,258.4,LowValue
13278,542.73,LowValue
13279,137.75,LowValue
13280,814.86,LowValue
13282,1132.14,LowValue
13283,93.66,LowValue
13284,201.19,LowValue
13285,2709.12,HighValue
13291,361.11,LowValue
13292,578.9399999999999,LowValue
13294,873.74,LowValue
13295,201.20000000000002,LowValue
13296,87.4,LowValue
13297,2089.85,HighValue
13298,360.0,LowValue
13299,142.5,LowValue
13300,371.89,LowValue
13301,618.09,LowValue
13302,63.75,LowValue
13304,300.42,LowValue
13305,2000.86,HighValue
13307,15.0,LowValue
13308,1385.51,LowValue
13309,1456.79,LowValue
13310,1132.03,LowValue
13311,598.57,LowValue
13313,1555.32,LowValue
13314,775.94,LowValue
13316,5977.7300000000005,HighValue
13317,2273.68,HighValue
13318,640.76,LowValue
13319,10845.550000000001,HighValue
13320,1548.7,LowValue
13321,567.36,LowValue
13322,199.48000000000002,LowValue
13323,787.85,LowValue
13324,7121.95,HighValue
13325,675.3,LowValue
13327,3627.77,HighValue
13328,1308.48,LowValue
13329,789.0,LowValue
13330,1140.93,LowValue
13332,350.9,LowValue
13334,3536.82,HighValue
13336,795.12,LowValue
13338,487.02,LowValue
13339,860.12,LowValue
13340,10736.48,HighValue
13341,775.85,LowValue
13343,353.43,LowValue
13344,2543.72,HighValue
13345,389.5,LowValue
13347,341.36,LowValue
13348,233.76,LowValue
13349,247.32,LowValue
13350,979.12,LowValue
13351,373.94,LowValue
13352,397.97999999999996,LowValue
13354,743.53,LowValue
13355,674.7,LowValue
13356,768.24,LowValue
13357,609.95,LowValue
13358,439.03,LowValue
13359,439.56,LowValue
13362,3090.7400000000002,HighValue
13363,992.5,LowValue
13364,134.95999999999998,LowValue
13365,2225.37,HighValue
13366,56.160000000000004,LowValue
13368,623.4,LowValue
13369,308.28000000000003,LowValue
13370,754.87,LowValue
13372,378.64,LowValue
13373,3312.25,HighValue
13375,778.65,LowValue
13376,1019.76,LowValue
13379,572.56,LowValue
13381,3639.31,HighValue
13382,222.99,LowValue
13384,4151.93,HighValue
13385,534.57,LowValue
13388,677.1,LowValue
13389,797.96,LowValue
13390,544.08,LowValue
13391,59.8,LowValue
13394,2520.02,HighValue
13395,307.72,LowValue
13396,1360.99,LowValue
13397,1544.13,LowValue
13398,457.34,LowValue
13402,621.23,LowValue
13403,75.0,LowValue
13404,252.49,LowValue
13405,572.451,LowValue
13408,28117.04,HighValue
13410,1003.06,LowValue
13411,213.55,LowValue
13414,1390.5,LowValue
13416,712.5,LowValue
13417,640.83,LowValue
13418,6127.43,HighValue
13419,221.06,LowValue
13420,159.85,LowValue
13421,1851.08,HighValue
13422,2626.3,HighValue
13425,1624.21,LowValue
13426,3641.32,HighValue
13427,582.6,LowValue
13428,218.47,LowValue
13429,1006.8,LowValue
13430,679.45,LowValue
13431,1269.1,LowValue
13434,534.24,LowValue
13435,3809.8900000000003,HighValue
13436,196.89,LowValue
13437,3408.06,HighValue
13439,283.71,LowValue
13441,296.64,LowValue
13447,1129.14,LowValue
13448,3539.37,HighValue
13449,291.88,LowValue
13450,2043.7199999999998,HighValue
13451,2976.15,HighValue
13452,590.0,LowValue
13453,356.97999999999996,LowValue
13455,1058.34,LowValue
13456,1766.72,HighValue
13458,9646.57,HighValue
13460,183.44,LowValue
13461,1445.0,LowValue
13462,151.5,LowValue
13464,674.68,LowValue
13466,307.9,LowValue
13467,1083.71,LowValue
13468,5704.97,HighValue
13470,165.0,LowValue
13471,2531.58,HighValue
13473,422.64,LowValue
13474,229.59,LowValue
13475,1431.78,LowValue
13476,1238.47,LowValue
13477,1454.58,LowValue
13479,300.95,LowValue
13481,1804.56,HighValue
13482,184.64,LowValue
13483,140.34,LowValue
13484,313.8,LowValue
13485,454.24,LowValue
13486,1122.41,LowValue
13487,575.4,LowValue
13488,8968.31,HighValue
13489,449.52,LowValue
13491,1215.82,LowValue
13492,1269.84,LowValue
13493,618.63,LowValue
13494,316.26000000000005,LowValue
13495,2044.8700000000001,HighValue
13496,653.33,LowValue
13497,348.05,LowValue
13499,1159.11,LowValue
13500,1166.77,LowValue
13501,1340.32,LowValue
13502,292.0,LowValue
13503,216.85,LowValue
13504,295.93,LowValue
13505,4393.63,HighValue
13506,458.52,LowValue
13507,2479.16,HighValue
13508,110.97,LowValue
13509,979.72,LowValue
13510,1791.56,HighValue
13512,251.21,LowValue
13513,205.1,LowValue
13514,152.20000000000002,LowValue
13515,891.12,LowValue
13516,1389.41,LowValue
13517,2128.42,HighValue
13518,659.4399999999999,LowValue
13519,122.75,LowValue
13520,3624.35,HighValue
13521,1093.65,LowValue
13522,125.80000000000001,LowValue
13523,3964.88,HighValue
13524,680.1800000000001,LowValue
13525,628.78,LowValue
13527,2287.51,HighValue
13529,307.76,LowValue
13531,483.8,LowValue
13532,210.31,LowValue
13533,270.79,LowValue
13534,5870.08,HighValue
13536,3448.29,HighValue
13538,1280.85,LowValue
13539,631.34,LowValue
13544,291.41,LowValue
13546,626.99,LowValue
13548,682.41,LowValue
13549,918.2,LowValue
13551,91.80000000000001,LowValue
13552,3740.07,HighValue
13555,4149.28,HighValue
13557,584.06,LowValue
13558,605.06,LowValue
13560,174.37,LowValue
13561,141.85999999999999,LowValue
13562,1799.33,HighValue
13563,777.53,LowValue
13564,1749.02,HighValue
13565,240.22,LowValue
13566,874.71,LowValue
13568,192.85,LowValue
13569,373.75,LowValue
13570,239.49,LowValue
13571,2092.32,HighValue
13572,1384.25,LowValue
13573,294.4,LowValue
13575,732.0699999999999,LowValue
13576,6717.34,HighValue
13577,1687.6000000000001,HighValue
13579,467.04,LowValue
13581,118.0,LowValue
13583,781.03,LowValue
13584,142.4,LowValue
13587,712.4,LowValue
13588,2478.95,HighValue
13589,379.65,LowValue
13590,1981.92,HighValue
13591,1117.13,LowValue
13592,247.95999999999998,LowValue
13593,2037.0800000000002,HighValue
13594,396.97,LowValue
13596,697.04,LowValue
13598,180.17000000000002,LowValue
13599,5153.67,HighValue
13600,219.52,LowValue
13601,693.32,LowValue
13602,428.89,LowValue
13603,164.34,LowValue
13606,280.53999999999996,LowValue
13607,678.01,LowValue
13610,1131.88,LowValue
13611,1171.8,LowValue
13614,1610.46,LowValue
13615,417.69,LowValue
13617,544.18,LowValue
13618,177.34,LowValue
13621,213.85,LowValue
13623,747.78,LowValue
13626,257.23,LowValue
13627,1638.47,LowValue
13629,7792.36,HighValue
13630,2031.78,HighValue
13631,3070.42,HighValue
13632,2121.27,HighValue
13634,1575.16,LowValue
13635,1071.03,LowValue
13636,949.12,LowValue
13637,810.5,LowValue
13638,122.64,LowValue
13639,1033.34,LowValue
13642,354.8,LowValue
13643,519.44,LowValue
13644,2624.26,HighValue
13645,252.1,LowValue
13647,1678.1200000000001,HighValue
13649,346.6,LowValue
13650,1836.34,HighValue
13651,94.2,LowValue
13652,1095.08,LowValue
13654,2707.33,HighValue
13655,932.97,LowValue
13656,379.65,LowValue
13657,382.14,LowValue
13658,2639.17,HighValue
13659,1573.2,LowValue
13662,897.76,LowValue
13663,189.47,LowValue
13666,84.65,LowValue
13667,305.02,LowValue
13668,6363.59,HighValue
13669,218.55,LowValue
13670,349.7,LowValue
13672,186.39000000000001,LowValue
13673,396.92,LowValue
13675,486.82000000000005,LowValue
13678,232.6,LowValue
13680,3722.42,HighValue
13681,827.83,LowValue
13682,59.5,LowValue
13684,67.23,LowValue
13685,3119.44,HighValue
13686,72.0,LowValue
13689,910.0,LowValue
13690,172.25,LowValue
13692,1488.32,LowValue
13694,65039.62,HighValue
13695,2504.13,HighValue
13697,151.29999999999998,LowValue
13699,308.58000000000004,LowValue
13700,2265.12,HighValue
13703,99.5,LowValue
13704,2308.06,HighValue
13705,711.86,LowValue
13706,330.79,LowValue
13707,806.41,LowValue
13708,296.88,LowValue
13709,6328.05,HighValue
13710,180.48,LowValue
13711,252.06,LowValue
13712,228.84,LowValue
13715,1079.34,LowValue
13716,138.28,LowValue
13717,1445.01,LowValue
13718,306.55,LowValue
13719,1041.68,LowValue
13720,799.9,LowValue
13721,524.14,LowValue
13722,2375.41,HighValue
13723,199.85000000000002,LowValue
13725,1980.56,HighValue
13726,1079.6599999999999,LowValue
13727,333.48,LowValue
13728,1016.14,LowValue
13730,752.6,LowValue
13731,610.59,LowValue
13732,491.86,LowValue
13735,2885.2400000000002,HighValue
13736,731.9,LowValue
13737,339.59999999999997,LowValue
13739,216.9,LowValue
13740,350.75,LowValue
13741,668.4300000000001,LowValue
13742,3131.02,HighValue
13743,1341.6,LowValue
13744,1156.36,LowValue
13745,300.04,LowValue
13747,79.6,LowValue
13748,948.25,LowValue
13750,1647.26,LowValue
13751,296.25,LowValue
13752,1186.28,LowValue
13753,741.26,LowValue
13754,282.59999999999997,LowValue
13755,2161.35,HighValue
13756,5189.52,HighValue
13758,3190.55,HighValue
13759,659.4100000000001,LowValue
13760,286.79,LowValue
13761,1070.65,LowValue
13762,306.72,LowValue
13763,1714.96,HighValue
13764,1521.76,LowValue
13767,17220.36,HighValue
13769,2796.51,HighValue
13771,2634.45,HighValue
13772,1132.13,LowValue
13774,345.0,LowValue
13777,25977.16,HighValue
13778,178.7,LowValue
13780,360.01,LowValue
13781,127.84,LowValue
13782,912.0,LowValue
13784,2462.79,HighValue
13786,230.39999999999998,LowValue
13787,309.04,LowValue
13790,348.8,LowValue
13791,1516.0,LowValue
13792,195.55,LowValue
13798,37153.85,HighValue
13799,688.86,LowValue
13800,558.32,LowValue
13801,324.8,LowValue
13802,4599.42,HighValue
13803,277.07,LowValue
13804,2635.79,HighValue
13805,924.6,LowValue
13806,256.38,LowValue
13807,112.6,LowValue
13808,1747.66,HighValue
13809,155.05,LowValue
13810,1499.01,LowValue
